"127293";"ОТДЕЛЕНИЕ ПО РАЙОНУ ГОЛОВИНСКИЙ ОУФМС РОССИИ ПО ГОР. МОСКВЕ В САО";"770-018"
"127294";"ОТДЕЛЕНИЕ ПО РАЙОНУ БИРЮЛЕВО ВОСТОЧНОЕ ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮАО";"770-029"
"127295";"ОТДЕЛЕНИЕ ПО РАЙОНУ ЗЯБЛИКОВО ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮАО";"770-034"
"127296";"ОТДЕЛЕНИЕ ПО Р-НУ ОРЕХОВО- БОРИСОВО СЕВЕРНОЕ ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮАО";"770-039"
"127297";"ОТДЕЛЕНИЕ ПО Р-НУ ОРЕХОВО- БОРИСОВО ЮЖНОЕ ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮАО";"770-040"
"127298";"ОТДЕЛЕНИЕ ПО РАЙОНУ ЧЕРТАНОВО ЮЖНОЕ ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮАО";"770-041"
"127299";"ОТДЕЛЕНИЕ ПО РАЙОНУ ЦАРИЦЫНО ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮАО";"770-042"
"127300";"ОТДЕЛЕНИЕ ПО РАЙОНУ ЧЕРТАНОВО СЕВЕРНОЕ ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮАО";"770-043"
"127301";"ОТДЕЛЕНИЕ ПО РАЙОНУ ЧЕРТАНОВО ЦЕНТРАЛЬНОЕ ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮАО";"770-044"
"127302";"ОТДЕЛЕНИЕ ПО РАЙОНУ ВЕШНЯКИ ОУФМС РОССИИ ПО ГОР. МОСКВЕ В ВАО";"770-046"
"127303";"ОТДЕЛЕНИЕ ПО РАЙОНУ ГОЛЬЯНОВО ОУФМС РОССИИ ПО ГОР. МОСКВЕ В ВАО";"770-049"
"127304";"ОТДЕЛЕНИЕ ПО РАЙОНУ ИВАНОВСКОЕ ОУФМС РОССИИ ПО ГОР. МОСКВЕ В ВАО";"770-050"
"127305";"ОТДЕЛЕНИЕ ПО РАЙОНУ ИЗМАЙЛОВО ОУФМС РОССИИ ПО ГОР. МОСКВЕ В ВАО";"770-051"
"127306";"ОТДЕЛЕНИЕ ПО РАЙОНУ НОВОКОСИНО ОУФМС РОССИИ ПО ГОР. МОСКВЕ В ВАО";"770-055"
"127307";"ОТДЕЛЕНИЕ ПО РАЙОНУ ПЕРОВО ОУФМС РОССИИ ПО ГОР. МОСКВЕ В ВАО";"770-056"
"127308";"ОТДЕЛЕНИЕ ПО РАЙОНУ КУНЦЕВО ОУФМС РОССИИ ПО ГОР. МОСКВЕ В ЗАО";"770-064"
"127309";"ОТДЕЛЕНИЕМ ПО РАЙОНУ МОЖАЙСКИЙ ОУФМС РОССИИ ПО ГОР. МОСКВЕ В ЗАО";"770-066"
"127310";"ОТДЕЛЕНИЕ ПО РАЙОНУ РАМЕНКИ ОУФМС РОССИИ ПО ГОР. МОСКВЕ В ЗАО";"770-070"
"127311";"ОТДЕЛЕНИЕ ПО Р-НУ ТРОПАРЕВО-НИКУЛИНО ОУФМС РОССИИ ПО ГОР. МОСКВЕ В ЗАО";"770-072"
"127312";"ОТДЕЛЕНИЕ ПО РАЙОНУ БИБИРЕВО ОУФМС РОССИИ ПО ГОР. МОСКВЕ В СВАО";"770-078"
"127313";"ОТДЕЛЕНИЕ ПО РАЙОНУ ОТРАДНОЕ ОУФМС РОССИИ ПО ГОР.МОСКВЕ В СВАО";"770-085"
"127314";"ОТДЕЛЕНИЕ ПО РАЙОН СЕВЕРНОЕ МЕДВЕДКОВО ОУФМС РОССИИ ПО ГОР.МОСКВЕ В СВАО";"770-089"
"127315";"ОТДЕЛЕНИЕ ПО РАЙОНУ МИТИНО ОУФМС РОССИИ ПО ГОР. МОСКВЕ В СЗАО";"770-093"
"127316";"ОТДЕЛЕНИЕ ПО РАЙОНУ СЕВЕРНОЕ ТУШИНО ОУФМС РОССИИ ПО ГОР.МОСКВЕ В СЗАО";"770-095"
"127317";"ОТДЕЛЕНИЕ ПО РАЙОНУ СТРОГИНО ОУФМС РОССИИ ПО ГОР.МОСКВЕ В СЗАО";"770-096"
"127318";"ОТДЕЛЕНИЕ ПО Р-НУ ХОРОШЕВО- МНЕВНИКИ ОУФМС РОССИИ ПО ГОР. МОСКВЕ";"770-097"
"127319";"ОТДЕЛ УФМС РОССИИ ПО ГОР. МОСКВЕ ПО РАЙОНУ ВЫХИНО-ЖУЛЕБИНО";"770-100"
"127320";"ОТДЕЛЕНИЕ ПО Р-НУ КУЗЬМИНКИ ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮВАО";"770-103"
"127321";"ОТДЕЛЕНИЕ ПО РАЙОНУ ЛЮБЛИНО ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮВАО";"770-105"
"127322";"ОТДЕЛЕНИЕ ПО РАЙОНУ МАРЬИНО ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮВАО";"770-106"
"127323";"ОТДЕЛЕНИЕ ПО РАЙОНУ ЗЮЗИНО ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮЗАО";"770-116"
"127324";"ОТДЕЛЕНИЕ ПО РАЙОНУ КОНЬКОВО ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮЗАО";"770-117"
"127325";"ОТДЕЛЕНИЕ ПО РАЙОНУ ТЕПЛЫЙ СТАН ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮЗАО";"770-122"
"127326";"ОТДЕЛЕНИЕ ПО РАЙОНУ ЮЖНОЕ БУТОВО ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮЗАО";"770-124"
"127327";"ОТДЕЛЕНИЕ ПО РАЙОНУ ЯСЕНЕВО ОУФМС РОССИИ ПО ГОР.МОСКВЕ В ЮЗАО";"770-125"
"127328";"ОТДЕЛ УФМС РОССИИ ПО Г. МОСКВЕ В ЮАО ОТД-НИЕ ПО ВОПРОСАМ ГРАЖДАНСТВА, РВП И ВЖ";"770-133"
"127329";"ОТДЕЛ УФМС РОССИИ ПО Г.МОСКВЕ В ЮЗАО ОТДЕЛЕНИЕ ПО ВОПРОСАМ ГРАЖДАНСТВА, РВП И ВЖ";"770-134"
"127330";"ОТДЕЛ УФМС РОССИИ ПО Г.МОСКВЕ В ЗЕЛЕНОГРАДЕ ОТД-НИЕ ПО ВОПРОСАМ ГРАЖДАНСТВА, РВП И ВЖ";"770-138"
"127331";"ПАСПОРТНОЕ УПРАВЛЕНИЕ ГУВД Г.МОСКВЫ";"771-001"
"127332";"ПАСПОРТНО-ВИЗОВОЕ УПРАВЛЕНИЕ ГУВД ГОРОДА МОСКВЫ";"771-001"
"127333";"ОВД КИТАЙ-ГОРОД 1 РУВД ЦАО Г.МОСКВЫ";"772-001"
"127334";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА С.ОРЕХ.-БОРИСОВО ГОРОДА МОСКВЫ";"772-002"
"127335";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА КАПОТНЯ ГОРОДА МОСКВЫ";"772-003"
"127336";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ДОНСКОЙ ГОРОДА МОСКВЫ";"772-004"
"127337";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА Ю.ОРЕХ.-БОРИСОВО ГОРОДА МОСКВЫ";"772-005"
"127338";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА С.ЧЕРТАНОВО ГОРОДА МОСКВЫ";"772-006"
"127339";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА З.БИРЮЛЕВО ГОРОДА МОСКВЫ";"772-007"
"127340";"ОВД МОЖАЙСКИЙ ПС №1 УВД ЗАО Г. МОСКВЫ";"772-009"
"127341";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА МОЖАЙСКИЙ ГОРОДА МОСКВЫ";"772-009"
"127342";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА БРАТЕЕВО ГОРОДА МОСКВЫ";"772-010"
"127343";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЗЯБЛИКОВО ГОРОДА МОСКВЫ";"772-011"
"127344";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА АЭРОПОРТ ГОРОДА МОСКВЫ";"772-012"
"127345";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ДМИТРОВСКИЙ ГОРОДА МОСКВЫ";"772-013"
"127346";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА Ц.ЧЕРТАНОВО ГОРОДА МОСКВЫ";"772-014"
"127347";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА САВЕЛОВСКИЙ ГОРОДА МОСКВЫ";"772-015"
"127348";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА КОПТЕВО ГОРОДА МОСКВЫ";"772-016"
"127349";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА БЕСКУДНИКОВО ГОРОДА МОСКВЫ";"772-017"
"127350";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА В.ДЕГУНИНО ГОРОДА МОСКВЫ";"772-018"
"127351";"ОВД ХОВРИНО УВД САО Г. МОСКВЫ";"772-019"
"127352";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ХОВРИНО ГОРОДА МОСКВЫ";"772-019"
"127353";"ОВД МОЖАЙСКИЙ ПС №2 УВД ЗАО Г. МОСКВЫ";"772-020"
"127354";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА РОСТОКИНО ГОРОДА МОСКВЫ";"772-021"
"127355";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА Ю.ЧЕРТАНОВО ГОРОДА МОСКВЫ";"772-022"
"127356";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА С.ТУШИНО ГОРОДА МОСКВЫ";"772-023"
"127357";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА СОКОЛЬНИКИ ГОРОДА МОСКВЫ";"772-024"
"127358";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА БОГОРОДСКОЕ ГОРОДА МОСКВЫ";"772-025"
"127359";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА З.ДЕГУНИНО ГОРОДА МОСКВЫ";"772-026"
"127360";"ОВД КОНЬКОВО ПС № 1 УВД ЮЗАО Г. МОСКВЫ";"772-027"
"127361";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА КОНЬКОВО ГОРОДА МОСКВЫ";"772-027"
"127362";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЛЕВОБЕРЕЖНЫЙ ГОРОДА МОСКВЫ";"772-028"
"127363";"ОВД КУНЦЕВО ПС №1 УВД ЗАО Г. МОСКВЫ";"772-029"
"127364";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА КУНЦЕВО ГОРОДА МОСКВЫ";"772-029"
"127365";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА КРЫЛАТСКОЕ ГОРОДА МОСКВЫ";"772-030"
"127366";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА СОКОЛ ГОРОДА МОСКВЫ";"772-031"
"127367";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЛЕФОРТОВО ГОРОДА МОСКВЫ";"772-032"
"127368";"ОВД ВНУКОВО УВД ЗАО Г. МОСКВЫ";"772-033"
"127369";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА НАГОРНЫЙ ГОРОДА МОСКВЫ";"772-034"
"127370";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ФИЛИ-ДАВЫДКОВО ГОРОДА МОСКВЫ";"772-035"
"127371";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА СОЛНЦЕВО ГОРОДА МОСКВЫ";"772-036"
"127372";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА НОВО-ПЕРЕДЕЛКИНО ГОРОДА МОСКВЫ";"772-037"
"127373";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА НАГАТ.-САДОВНИКИ ГОРОДА МОСКВЫ";"772-038"
"127374";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ТРОПАР.-НИКУЛИНО ГОРОДА МОСКВЫ";"772-039"
"127375";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ФИЛЕВСКИЙ ПАРК ГОРОДА МОСКВЫ";"772-040"
"127376";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ВОСТОЧНЫЙ ГОРОДА МОСКВЫ";"772-041"
"127377";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА МОСКВ.-САБУРОВО ГОРОДА МОСКВЫ";"772-041"
"127378";"ОВД ВЕШНЯКИ ПС № 1 УВД ВАО Г. МОСКВЫ";"772-042"
"127379";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ВЕШНЯКИ ГОРОДА МОСКВЫ";"772-042"
"127380";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ИВАНОВСКОЕ ГОРОДА МОСКВЫ";"772-043"
"127381";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ВЫХИНО ГОРОДА МОСКВЫ";"772-044"
"127382";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА НОВОКОСИНО ГОРОДА МОСКВЫ";"772-045"
"127383";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА КОСИНО-УХТОМСКИЙ ГОРОДА МОСКВЫ";"772-046"
"127384";"ОВД СЕВЕРНОЕ ИЗМАЙЛОВО ПС №1 УВД ВАО Г. МОСКВЫ";"772-047"
"127385";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА С.ИЗМАЙЛОВО ГОРОДА МОСКВЫ";"772-047"
"127386";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА СОКОЛ ГОРОДА МОСКВЫ";"772-048"
"127387";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА КОТЛОВКА ГОРОДА МОСКВЫ";"772-049"
"127388";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ГОЛЬЯНОВО ГОРОДА МОСКВЫ";"772-050"
"127389";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ИЗМАЙЛОВО ГОРОДА МОСКВЫ";"772-051"
"127390";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЮЖНОПОРТОВЫЙ ГОРОДА МОСКВЫ";"772-052"
"127391";"ОВД ЗЮЗИНО ПС УВД ЮЗАО Г. МОСКВЫ";"772-053"
"127392";"ОВД ЗЮЗИНО ПС № 1 УВД ЮЗАО Г. МОСКВЫ";"772-053"
"127393";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА СЕВЕРНЫЙ ГОРОДА МОСКВЫ";"772-053"
"127394";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЗЮЗИНО ГОРОДА МОСКВЫ";"772-053"
"127395";"ОВД ОТРАДНОЕ ПС № 1 УВД СВАО Г. МОСКВЫ";"772-054"
"127396";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ОТРАДНОЕ ГОРОДА МОСКВЫ";"772-054"
"127397";"Паспортно-визовое отделение ОВД района Царицыно города Москвы";"772-055"
"127398";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЛОСИНООСТРОВСКИЙ ГОРОДА МОСКВЫ";"772-056"
"127399";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ПЕРОВО ГОРОДА МОСКВЫ";"772-057"
"127400";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА АЛЕКСЕЕВСКИЙ ГОРОДА МОСКВЫ";"772-058"
"127401";"ОВД СЕВЕРНОЕ МЕДВЕДКОВО ПС № 1 УВД СВАО Г. МОСКВЫ";"772-059"
"127402";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА С.МЕДВЕДКОВО ГОРОДА МОСКВЫ";"772-059"
"127403";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА Ю.МЕДВЕДКОВО ГОРОДА МОСКВЫ";"772-060"
"127404";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА БАБУШКИНСКИЙ ГОРОДА МОСКВЫ";"772-061"
"127405";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА БУТЫРСКИЙ ГОРОДА МОСКВЫ";"772-062"
"127406";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА БЕГОВОЙ ГОРОДА МОСКВЫ";"772-063"
"127407";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА АЛТУФЬЕВСКИЙ ГОРОДА МОСКВЫ";"772-064"
"127408";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЛИАНОЗОВО ГОРОДА МОСКВЫ";"772-065"
"127409";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА В.ИЗМАЙЛОВО ГОРОДА МОСКВЫ";"772-066"
"127410";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА В.БИРЮЛЕВО ГОРОДА МОСКВЫ";"772-067"
"127411";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ГАГАРИНСКИЙ ГОРОДА МОСКВЫ";"772-068"
"127412";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЛОМОНОСОВСКИЙ ГОРОДА МОСКВЫ";"772-069"
"127413";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА С.БУТОВО ГОРОДА МОСКВЫ";"772-070"
"127414";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ТЕКСТИЛЬЩИКИ ГОРОДА МОСКВЫ";"772-071"
"127415";"ОВД ТЕПЛЫЙ СТАН ПС № 1 УВД ЮЗАО Г. МОСКВЫ";"772-072"
"127416";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ТЕПЛЫЙ СТАН ГОРОДА МОСКВЫ";"772-072"
"127417";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА МЕТРОГОРОДОК ГОРОДА МОСКВЫ";"772-073"
"127418";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ТИМИРЯЗЕВСКИЙ ГОРОДА МОСКВЫ";"772-074"
"127419";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ДОРОГОМИЛОВО ГОРОДА МОСКВЫ";"772-075"
"127420";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЧЕРЕМУШКИ ГОРОДА МОСКВЫ";"772-076"
"127421";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА Ю.БУТОВО ГОРОДА МОСКВЫ";"772-077"
"127422";"ОВД ЯСЕНЕВО ПС № 1 УВД ЮЗАО Г. МОСКВЫ";"772-078"
"127423";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЯСЕНЕВО ГОРОДА МОСКВЫ";"772-078"
"127424";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА МАРЬИНО ГОРОДА МОСКВЫ";"772-079"
"127425";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ПЕЧАТНИКИ ГОРОДА МОСКВЫ";"772-080"
"127426";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА КУЗЬМИНКИ ГОРОДА МОСКВЫ";"772-081"
"127427";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЖУЛЕБИНО ГОРОДА МОСКВЫ";"772-082"
"127428";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА МАРЬИНСКИЙ ПАРК ГОРОДА МОСКВЫ";"772-083"
"127429";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА НАГАТИНСК. ЗАТОН ГОРОДА МОСКВЫ";"772-084"
"127430";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА Ю.ТУШИНО ГОРОДА МОСКВЫ";"772-085"
"127431";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ГОЛОВИНСКИЙ ГОРОДА МОСКВЫ";"772-086"
"127432";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА МИТИНО ГОРОДА МОСКВЫ";"772-087"
"127433";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ПОКР.-СТРЕШНЕВО ГОРОДА МОСКВЫ";"772-088"
"127434";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА БИБИРЕВО ГОРОДА МОСКВЫ";"772-089"
"127435";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА СТРОГИНО ГОРОДА МОСКВЫ";"772-090"
"127436";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА АКАДЕМИЧЕСКИЙ ГОРОДА МОСКВЫ";"772-091"
"127437";"ОВД ХОРОШЕВО-МНЕВНИКИ ПС № 1 УВД СЗАО Г. МОСКВЫ";"772-092"
"127438";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ХОР.-МНЕВНИКИ ГОРОДА МОСКВЫ";"772-092"
"127439";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ДАНИЛОВСКИЙ ГОРОДА МОСКВЫ";"772-093"
"127440";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА РЯЗАНСКИЙ ГОРОДА МОСКВЫ";"772-094"
"127441";"ОВД МАТУШКИНО-САВЕЛКИ УВД ЗЕЛЕНОГРАДА Г.МОСКВЫ";"772-095"
"127442";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА №1 Зеленограда ГОРОДА МОСКВЫ";"772-095"
"127443";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ОБРУЧЕВСКИЙ ГОРОДА МОСКВЫ";"772-096"
"127444";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА НИЖЕГОРОДСКИЙ ГОРОДА МОСКВЫ";"772-097"
"127445";"ОВД ПАНФИЛОВСКИЙ УВД ЗЕЛЕНОГРАДА Г.МОСКВЫ";"772-098"
"127446";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЩУКИНО ГОРОДА МОСКВЫ";"772-099"
"127447";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ВОЙКОВСКИЙ ГОРОДА МОСКВЫ";"772-100"
"127448";"ОВД ПРЕОБРАЖЕНСКОЕ ПС №1 УВД ВАО Г. МОСКВЫ";"772-101"
"127449";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ПРЕСНЕНСКОЕ ГОРОДА МОСКВЫ";"772-101"
"127450";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА НОВОГИРЕЕВО ГОРОДА МОСКВЫ";"772-102"
"127451";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЛЮБЛИНО ГОРОДА МОСКВЫ";"772-103"
"127452";"ОВД №3 УВД ЗЕЛЕНОГРАДА Г.МОСКВЫ";"772-104"
"127453";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД №3 Зеленограда ГОРОДА МОСКВЫ";"772-104"
"127454";"ОВД КРАСНОСЕЛЬСКИЙ ПС №2 УВД ЦАО Г.МОСКВЫ";"772-105"
"127455";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ЯРОСЛАВСКИЙ ГОРОДА МОСКВЫ";"772-106"
"127456";"ОВД РАЙОНА ХАМОВНИКИ УВД ЦАО Г. МОСКВЫ";"772-108"
"127457";"ОВД ХАМОВНИКИ ПС №1 УВД ЦАО Г. МОСКВЫ";"772-108"
"127458";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ХАМОВНИКИ ГОРОДА МОСКВЫ";"772-108"
"127459";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА ХОРОШЕВСКИЙ ГОРОДА МОСКВЫ";"772-109"
"127460";"ОВД ХАМОВНИКИ ПС №2 УВД ЦАО Г. МОСКВЫ";"772-110"
"127461";"ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА АРБАТ ГОРОДА МОСКВЫ";"772-111"
